CLAVE,irs_value,i_sdsalud,irs_wave
8036,-1.323054,20.17448,2010
8037,-1.472289,24.41314,2010
8038,-1.090619,20.43206,2010
8039,-1.343358,21.91304,2010
8040,-0.7220675,24.04174,2010
8041,1.42489,38.83394,2010
8042,0.0589281,26.73329,2010
8043,-1.014464,14.88402,2010
8044,-1.20553,14.35875,2010
8045,-1.266142,24.2306,2010
8046,3.060181,45.21155,2010
8047,1.153013,25.88479,2010
8048,-1.027153,25.16171,2010
8049,0.5275101,21.93752,2010
8050,-1.471633,26.73037,2010
8051,0.779727,40.67055,2010
8052,-1.244912,32.85052,2010
8053,-0.8862248,32.44426,2010
8054,-0.4167162,19.88268,2010
8055,-1.257822,19.23146,2010
8056,-0.3135188,55.83892,2010
8057,-0.5618262,9.21397,2010
8058,-1.399619,9.58766,2010
8059,-1.406947,14.30675,2010
8060,-1.445808,13.59931,2010
8061,-0.9079207,24.16712,2010
8062,-1.379402,17.71075,2010
8063,0.1711615,39.49445,2010
8064,-0.3611207,23.43499,2010
8065,2.285549,37.13333,2010
8066,2.361805,37.80488,2010
8067,-0.9636291,16.29775,2010
9002,-1.699428,24.86527,2010
9003,-1.724753,29.68718,2010
9004,-1.500408,31.02564,2010
9005,-1.558438,30.75321,2010
9006,-1.621231,32.39802,2010
9007,-1.416524,38.30176,2010
9008,-1.460664,33.11026,2010
9009,-0.9777614,46.2537,2010
9010,-1.570502,30.03078,2010
9011,-1.422942,40.29978,2010
9012,-1.450959,40.54217,2010
9013,-1.309079,43.16361,2010
9014,-1.889509,24.49259,2010
9015,-1.612622,32.1337,2010
9016,-1.769411,23.81647,2010
9017,-1.608763,32.76501,2010
10001,-0.8755051,31.07226,2010
10002,1.624515,32.24163,2010
10003,-0.503042,30.99338,2010
10004,-0.8684884,28.9211,2010
10005,-1.373087,28.5029,2010
10006,-0.5487193,26.91692,2010
10007,-1.369469,25.13408,2010
10008,-0.9841204,49.89721,2010
10009,0.5441967,45.30496,2010
10010,-0.928458,23.68113,2010
10011,-0.8460106,30.68182,2010
10012,-1.274262,27.67029,2010
10013,-0.7424372,33.05884,2010
10014,3.256504,36.99844,2010
10015,-0.8585986,31.50431,2010
10016,-0.6639551,39.06318,2010
10017,-0.8012831,29.15022,2010
10018,-0.928363,34.67315,2010
10019,1.577263,41.32105,2010
10020,-0.9851156,31.06397,2010
10021,-0.6730078,31.97747,2010
10022,-0.826949,36.86893,2010
10023,0.2981081,31.67894,2010
10024,-0.9820735,21.70003,2010
10025,-0.1685108,24.03146,2010
10026,0.5187001,26.88538,2010
10027,-0.4772417,29.24163,2010
10028,-0.7787176,24.92619,2010
10029,-0.7941601,29.11508,2010
10030,-0.7777771,24.57578,2010
10031,-0.8011982,30.71541,2010
10032,-0.5904946,35.57577,2010
10033,-0.2488455,29.09333,2010
10034,1.633708,35.90716,2010
10035,0.2600044,29.20428,2010
10036,-0.8888766,25.49901,2010
10037,1.112144,45.49586,2010
10038,-0.942949,50.91159,2010
10039,-0.6803768,40.10041,2010
11001,-0.4641348,28.03562,2010
11002,-0.8974584,28.76639,2010
11003,-0.3618472,34.4332,2010
11004,-0.5143952,33.72185,2010
11005,-0.7439651,29.4823,2010
11006,0.7950071,6.91622,2010
11007,-1.224639,35.80941,2010
11008,-0.4095027,27.6834,2010
11009,-0.2331652,26.66658,2010
11010,-0.5264913,15.25105,2010
11011,-0.9837207,27.79846,2010
11012,-0.5987002,31.26923,2010
11013,-0.253767,19.34488,2010
11014,-0.316669,26.64858,2010
11015,-1.164686,22.08562,2010
11016,-0.7137393,19.41641,2010
11017,-1.116266,34.87987,2010
11018,-0.9574639,22.50711,2010
11019,-0.0244477,20.43791,2010
11020,-1.237372,29.16783,2010
11021,-0.9790918,48.3409,2010
11022,-0.1846256,19.78133,2010
11023,-0.4203182,35.81862,2010
11024,-0.6981404,28.19411,2010
11025,-0.8174126,27.58049,2010
11026,-0.5611055,17.13706,2010
11027,-1.227162,27.56125,2010
11028,-0.7512656,30.9096,2010
11029,0.0522991,18.45942,2010
11030,-0.1054928,18.56721,2010
11031,-0.8434073,30.12944,2010
11032,-0.8310256,24.43275,2010
11033,-0.2645987,32.0848,2010
11034,0.2109763,10.01953,2010
11035,-0.5005397,31.75449,2010
11036,-0.795823,20.02998,2010
11037,-0.7914031,22.29633,2010
11038,-0.7431564,27.96152,2010
11039,-0.6235245,24.52279,2010
11040,0.8216052,16.07703,2010
11041,-0.8693406,43.7636,2010
11042,-0.6442509,34.37948,2010
11043,0.3309133,16.45308,2010
11044,-1.121632,22.89986,2010
11045,0.7685251,7.23183,2010
11046,-0.5226966,31.14775,2010
12001,-0.6861714,42.46764,2010
12002,1.672342,49.2588,2010
12003,1.287754,73.25864,2010
12004,2.341066,24.13684,2010
12005,-0.1652645,29.53141,2010
12006,0.4610853,74.74372,2010
12007,0.1572198,49.11283,2010
12008,0.8063591,44.67223,2010
12009,2.137031,81.35296,2010
12010,2.214383,50.82571,2010
12011,0.1340998,42.60063,2010
12012,1.294484,33.77253,2010
12013,0.8719303,61.63976,2010
12014,-0.2350556,34.21666,2010
12015,-0.531148,59.57597,2010
12016,2.172631,39.66219,2010
12017,0.2481968,60.71259,2010
12018,0.219882,31.93018,2010
12019,2.208518,34.52546,2010
12020,2.315311,38.33996,2010
12021,0.4942818,56.23741,2010
12022,0.9958641,53.39799,2010
12023,0.6109921,38.56184,2010
12024,0.7933388,48.38019,2010
12025,1.188411,43.85709,2010
12026,1.112239,76.94741,2010
12027,0.5606293,67.52852,2010
12028,1.574675,54.77688,2010
12029,-0.6279716,42.99201,2010
12030,0.3663405,50.04709,2010
12031,1.069034,74.13109,2010
12032,1.615415,21.72416,2010
12033,-0.2494821,20.43354,2010
12034,0.3718487,41.06359,2010
12035,-0.6452129,46.82288,2010
12036,1.026117,61.22977,2010
12037,0.579341,44.23747,2010
12038,-0.7230037,41.5029,2010
12039,0.105115,53.03727,2010
12040,0.5420024,47.34223,2010
12041,1.998143,65.35694,2010
12042,1.557571,52.22574,2010
12043,3.067944,84.07462,2010
12044,0.2643444,46.23769,2010
12045,1.492879,40.09627,2010
12046,0.8430833,45.33488,2010
12047,2.351138,59.68759,2010
12048,-0.0962213,33.55344,2010
12049,0.0347195,42.715,2010
12050,-0.4619588,61.57959,2010
12051,0.9581161,27.03294,2010
12052,1.82125,32.33475,2010
12053,0.7504726,37.37655,2010
12054,2.075434,64.9684,2010
12055,-0.2479073,39.65671,2010
12056,0.7060259,35.10062,2010
12057,0.0618399,46.71102,2010
12058,0.5844401,66.73734,2010
12059,0.6077591,49.30095,2010
12060,0.5773093,30.87294,2010
12061,0.4306503,46.03325,2010
12062,2.540308,35.13564,2010
12063,2.650352,95.5152,2010
12064,0.2206829,56.78121,2010
12065,0.8641842,27.33935,2010
12066,0.6599972,44.35697,2010
12067,0.3874147,69.21032,2010
12068,0.2792883,52.0963,2010
12069,2.046921,33.65196,2010
12070,0.4216212,9.95903,2010
12071,2.149513,17.99281,2010
12072,2.175979,95.86344,2010
12073,1.166178,69.11178,2010
12074,1.832571,59.07823,2010
12075,0.2301215,38.13207,2010
12076,2.628522,36.02098,2010
12077,0.2295708,45.5855,2010
12078,4.437625,90.56342,2010
12079,2.768016,44.85266,2010
12080,0.7511083,49.81859,2010
12081,1.787119,36.15282,2010
13001,0.0612994,38.52169,2010
13002,1.058585,44.2402,2010
13003,-0.8688198,40.8792,2010
13004,0.4544509,72.29264,2010
13005,-0.7018562,33.39197,2010
13006,-0.1301892,27.61269,2010
13007,-0.5651983,19.39083,2010
13008,-0.9515066,33.00284,2010
13009,-0.4752305,33.83216,2010
13010,-1.187882,28.61285,2010
13011,0.5659353,20.20872,2010
13012,-0.1438828,29.85523,2010
13013,-1.136225,29.00122,2010
13014,0.308897,18.64167,2010
13015,0.0244494,28.61019,2010
13016,-0.2029378,45.02018,2010
13017,0.0672109,25.65398,2010
13018,0.2174412,18.07874,2010
13019,-0.2067161,42.16563,2010
13020,-0.0561929,69.82143,2010
13021,-1.173978,32.89661,2010
13022,-0.8209923,31.86551,2010
13023,-0.9105216,34.17008,2010
13024,-0.1475936,33.97742,2010
13025,0.7837853,27.82812,2010
13026,0.8336814,34.90883,2010
13027,1.104797,15.58375,2010
13028,0.1538944,34.99939,2010
13029,-0.6304682,25.88299,2010
13030,-0.6065336,37.52996,2010
13031,-0.1938137,14.92502,2010
13032,0.1677825,23.6806,2010
13033,0.0369369,63.35734,2010
13034,0.299409,14.46713,2010
13035,-0.2032876,70.82859,2010
13036,-0.3121317,45.4827,2010
13037,0.3649052,71.06785,2010
13038,0.087417,22.25564,2010
13039,-1.016558,32.10473,2010
13040,0.5965854,12.40911,2010
13041,-0.8679565,37.24378,2010
13042,-0.0822351,25.7204,2010
13043,0.4744571,23.02691,2010
13044,-0.2250751,25.98621,2010
13045,-0.487815,21.17595,2010
13046,0.5653137,39.91986,2010
13047,0.5397,22.79659,2010
13048,-1.429452,33.50457,2010
13049,0.4005188,17.2221,2010
13050,-1.041535,38.44804,2010
13051,-1.624753,28.30994,2010
13052,-0.5991168,37.7983,2010
13053,1.572906,13.94939,2010
13054,-0.6687691,30.12846,2010
13055,-0.5656088,23.79168,2010
13056,-0.8823144,38.2475,2010
13057,-0.2121705,35.63396,2010
13058,-0.2573945,45.44322,2010
13059,-0.0221025,21.74694,2010
13060,0.2722082,14.64024,2010
13061,-1.316682,29.79251,2010
13062,1.165547,18.94936,2010
13063,-0.8848039,27.35449,2010
13064,-0.4456938,35.17103,2010
13065,-0.7457081,33.8013,2010
13066,-0.8550684,39.3942,2010
13067,-0.5409279,39.16085,2010
13068,0.7242791,58.75899,2010
13069,-1.374353,33.89664,2010
13070,-0.8984485,36.57669,2010
13071,0.6961938,46.21142,2010
13072,-1.22246,26.24902,2010
13073,0.463864,9.33703,2010
13074,-0.8769832,31.78862,2010
13075,-1.082532,37.05776,2010
13076,-1.16119,29.57111,2010
13077,-0.8882561,48.25443,2010
13078,1.414055,9.16767,2010
13079,0.2694316,64.13934,2010
13080,1.020243,40.9243,2010
13081,-0.3084777,60.92734,2010
13082,-0.9685938,38.73919,2010
13083,-1.050447,35.54914,2010
13084,-0.3657243,35.36712,2010
14001,-0.7052127,38.82863,2010
14002,-1.302721,26.52209,2010
14003,-1.322293,25.99245,2010
14004,-0.9611459,31.77637,2010
14005,-1.245813,24.34462,2010
14006,-1.198809,32.11022,2010
14007,-1.183414,16.47932,2010
14008,-0.8353284,47.1447,2010
14009,-1.218793,30.92049,2010
14010,-0.3227599,23.38092,2010
14011,-0.6732694,24.16667,2010
14012,-0.9687892,35.16403,2010
14013,-0.9235793,36.02058,2010
14014,-0.6108584,27.21121,2010
14015,-1.263776,26.05674,2010
14016,-0.552712,46.17012,2010
14017,-0.821803,26.95831,2010
14018,-1.00866,38.97369,2010
14019,1.892955,26.95015,2010
14020,-0.4543142,26.77236,2010
14021,-1.086869,24.33527,2010
14022,-0.803933,39.99231,2010
14023,-1.436854,27.57972,2010
14024,-1.070838,32.82647,2010
14025,-1.218333,23.79636,2010
14026,-0.8080773,36.49081,2010
14027,0.3823534,16.04318,2010
14028,-0.5678322,45.27867,2010
14029,-0.345196,32.94184,2010
14030,-1.176886,49.03049,2010
14031,0.7986354,16.52082,2010
14032,-0.4123819,27.02098,2010
14033,-0.6812452,47.72856,2010
14034,-0.9486499,24.54371,2010
14035,-0.8413051,45.96661,2010
14036,-1.295851,25.3918,2010
14037,-1.15434,31.56637,2010
14038,-0.5119518,22.90076,2010
14039,-1.569374,34.755,2010
14040,-0.7590761,23.59977,2010
14041,-0.9729049,43.35963,2010
14042,-0.2297467,27.29757,2010
14043,-0.747412,35.09476,2010
14044,-1.135686,38.07112,2010
14045,-0.6255531,38.77401,2010
14046,-0.8872559,51.90935,2010
14047,-1.013511,31.21804,2010
14048,-0.3268128,53.90147,2010
14049,-0.0618888,39.29806,2010
14050,-0.7355204,51.54634,2010
14051,-1.260917,33.65865,2010
14052,-0.9256944,23.1369,2010
14053,-0.9953723,33.14913,2010
14054,-1.243948,28.27787,2010
14055,-1.091774,29.15905,2010
14056,0.7680654,22.72547,2010
14057,-0.9390683,32.996,2010
14058,-1.192715,23.6153,2010
14059,-0.7886963,39.7051,2010
14060,-0.7558173,32.10143,2010
14061,3.075518,43.29241,2010
14062,-0.6796206,36.76553,2010
14063,-1.180316,30.21933,2010
14064,-0.4207813,23.55717,2010
14065,-0.5686853,22.7659,2010
14066,-0.7958843,33.22178,2010
14067,-1.376742,31.55808,2010
14068,-0.1997633,29.78577,2010
14069,-0.0511444,44.6784,2010
14070,-1.040483,35.70023,2010
14071,-0.5268709,22.92191,2010
14072,-0.7948816,33.06755,2010
14073,-0.9908507,35.71199,2010
14074,-0.9909232,48.68642,2010
14075,-1.044784,24.34875,2010
14076,-0.0612874,19.08957,2010
14077,-1.173116,35.26572,2010
14078,-0.7657075,42.96028,2010
14079,-0.800832,28.0137,2010
14080,-0.768784,18.10599,2010
14081,-0.7905804,25.79173,2010
14082,-1.207446,27.69531,2010
14083,-1.157012,26.80245,2010
14084,-0.6585226,24.63567,2010
14085,-0.9643652,30.90612,2010
14086,-0.4367071,27.08333,2010
14087,-0.5249635,30.8779,2010
14088,-1.04162,30.05491,2010
14089,-0.9237308,16.94674,2010
14090,-1.092495,26.96072,2010
14091,-0.764528,41.83768,2010
14092,-0.8622881,26.62176,2010
14093,-1.153544,37.6101,2010
14094,-1.073921,31.6387,2010
14095,-1.180434,28.96127,2010
14096,-0.4866198,40.60987,2010
14097,-1.37673,31.27673,2010
14098,-1.298636,35.60977,2010
14099,-0.2761027,18.02732,2010
14100,-0.4562488,23.62054,2010
14101,-1.210586,39.65038,2010
14102,-1.118988,34.06408,2010
14103,-1.112494,25.1516,2010
14104,-0.5764471,36.55017,2010
14105,-0.8192692,39.94788,2010
14106,-0.5441781,25.24799,2010
14107,-0.8439543,38.8537,2010
14108,-0.9900483,30.68867,2010
14109,-0.5316085,38.35498,2010
14110,-1.208093,25.01274,2010
14111,-0.9911149,44.04176,2010
14112,-0.7136055,46.82649,2010
14113,-0.6241168,33.6708,2010
14114,-1.002577,36.549,2010
14115,0.0034729,33.93047,2010
14116,-0.9728646,56.54428,2010
14117,-0.6599644,37.69268,2010
14118,-0.8520883,19.52073,2010
14119,-0.8691225,44.62923,2010
14120,-1.527025,32.58131,2010
14121,-1.121683,34.08126,2010
14122,-0.3168576,19.2371,2010
14123,-0.8047794,35.85442,2010
14124,-0.7315347,52.76573,2010
14125,-0.7496675,44.47975,2010
15001,0.3188681,29.172,2010
15002,-1.182132,40.82295,2010
15003,0.1776909,23.38308,2010
15004,-0.0090883,24.32014,2010
15005,0.0533106,32.87031,2010
15006,-0.9312127,43.76263,2010
15007,0.4629498,27.94735,2010
15008,0.2805248,26.05377,2010
15009,-0.8883098,51.24223,2010
15010,-0.9309666,46.4409,2010
15011,-0.9789605,54.29476,2010
15012,-0.7703333,39.37275,2010
15013,-1.481943,40.2911,2010
15014,-0.4803313,32.22753,2010
15015,-0.3485122,43.33948,2010
15016,-0.5950089,47.18103,2010
15017,-0.9167799,41.95623,2010
15018,-0.8949853,45.28948,2010
15019,-0.9713171,64.42919,2010
15020,-1.75984,31.56935,2010
15021,0.1480006,24.10571,2010
15022,-1.165845,32.507,2010
15023,-0.8811335,44.83218,2010
15024,-1.684313,31.89513,2010
15025,-0.9563068,52.29549,2010
15026,0.0565594,26.46728,2010
15027,-1.349054,24.13187,2010
15028,-1.067035,54.56455,2010
15029,-1.432846,40.05587,2010
15030,-1.09314,65.36658,2010
15031,-0.8292239,54.29528,2010
15032,1.109926,30.75475,2010
15033,-1.368731,42.25862,2010
15034,-0.0356277,42.22436,2010
15035,-1.400604,30.96088,2010
15036,-0.5206395,67.54716,2010
15037,-1.372813,36.46368,2010
15038,-0.5584356,33.8669,2010
15039,-1.244876,44.03427,2010
15040,-0.4199006,20.47643,2010
15041,0.3536769,14.99472,2010
15042,0.2042682,34.74788,2010
15043,-0.4309963,49.46957,2010
15044,-1.477768,35.54391,2010
15045,-0.2993661,28.34696,2010
15046,-0.8065949,48.99276,2010
15047,0.1701336,39.43301,2010
15048,-0.4011899,35.92902,2010
15049,-0.3854437,31.92368,2010
15050,-0.586275,47.81461,2010
15051,-1.08321,33.70871,2010
15052,-0.0926353,30.36996,2010
15053,-1.212277,45.14928,2010
15054,-1.60753,29.02569,2010
15055,-0.9956211,50.72575,2010
15056,0.5848782,25.86364,2010
15057,-1.346758,41.60479,2010
15058,-1.375878,45.26912,2010
15059,-0.9506873,46.31117,2010
15060,-1.117849,43.1918,2010
15061,-0.8633724,46.21698,2010
15062,-1.060919,39.82202,2010
15063,-0.0730754,41.19423,2010
15064,-0.0073077,21.12001,2010
15065,-0.7680692,52.28733,2010
15066,-0.110195,25.98684,2010
15067,-0.2982367,39.63479,2010
15068,-0.5992889,48.14202,2010
15069,-1.184855,52.03761,2010
15070,-1.013247,47.81343,2010
15071,-0.8255205,24.1809,2010
15072,-1.110983,33.19736,2010
15073,-1.277031,30.35392,2010
15074,1.006204,30.90135,2010
15075,-1.029081,46.48505,2010
15076,-1.031269,34.62847,2010
15077,-0.1878383,20.0574,2010
15078,-0.4988306,14.78433,2010
15079,-0.4492825,23.77522,2010
15080,0.8136394,16.66085,2010
15081,-1.523064,39.44714,2010
15082,-0.1232987,25.19802,2010
15083,-1.179293,27.96716,2010
15084,-0.7136618,50.88226,2010
15085,0.1575096,36.14483,2010
15086,0.2103919,26.77518,2010
15087,0.0790025,33.22186,2010
15088,-0.5516992,48.35067,2010
15089,-1.062865,40.20609,2010
15090,-0.519071,44.77907,2010
15091,-1.111849,52.1651,2010
15092,-1.160372,40.41879,2010
15093,-0.8965388,45.17249,2010
15094,-0.3002645,58.64026,2010
15095,-1.098096,43.80131,2010
15096,-0.8420973,59.41546,2010
15097,0.0592575,21.82864,2010
15098,-0.9888867,34.3964,2010
15099,-1.163825,49.55709,2010
15100,-0.7970723,55.19475,2010
15101,-0.6447984,51.84913,2010
15102,-0.4067491,26.80787,2010
15103,-1.268235,32.08541,2010
15104,-1.494493,34.36727,2010
15105,0.2173231,21.46862,2010
15106,-1.193481,32.48459,2010
15107,-0.7745537,17.1915,2010
15108,-1.256881,48.9783,2010
15109,-1.513132,37.6424,2010
15110,-0.6504496,34.51192,2010
15111,0.8560035,34.6727,2010
15112,0.0785679,22.77801,2010
15113,0.0879222,31.20635,2010
15114,1.283787,36.95387,2010
15115,-0.765044,35.67158,2010
15116,-0.7472345,14.58899,2010
15117,0.6939704,18.49745,2010
15118,-0.6741571,33.14517,2010
15119,0.3132633,35.47204,2010
15120,-1.108698,47.37264,2010
15121,-1.655602,33.69209,2010
15122,-0.9134874,57.81012,2010
15123,0.5587409,17.92592,2010
15124,1.356299,29.34698,2010
15125,-1.105901,42.23767,2010
16001,0.0112111,39.3647,2010
16002,0.1699318,65.29542,2010
16003,-0.5331084,53.19179,2010
16004,-0.3424653,46.96268,2010
16005,0.0413134,41.21471,2010
16006,-0.448758,57.37855,2010
16007,0.0110907,30.39155,2010
16008,1.873178,53.36931,2010
16009,-0.1375113,50.12339,2010
16010,0.2252438,35.14915,2010
16011,-0.7324207,45.03896,2010
16012,-0.1371316,63.00611,2010
16013,0.2884407,25.6079,2010
16014,-0.4074675,34.09734,2010
16015,0.1436175,50.12773,2010
16016,-0.1738462,73.40425,2010
16017,-0.0647465,44.14639,2010
16018,-0.4849873,32.16041,2010
16019,-0.4818172,41.67176,2010
16020,-0.2832696,53.07684,2010
16021,1.044464,49.80679,2010
16022,-0.495066,39.97146,2010
16023,-0.4290277,56.97243,2010
16024,0.5176317,45.55978,2010
16025,0.7568014,62.87714,2010
16026,0.3047989,45.68393,2010
16027,-0.2112314,28.68757,2010
16028,-0.7312378,45.3271,2010
