CLAVE,irs_value,i_sdsalud,irs_wave
7112,2.908285,11.9039,2015
7113,1.532575,12.3659,2015
7114,0.6018122,21.0617,2015
7115,1.773989,10.4751,2015
7116,0.9930828,14.9773,2015
7117,0.4536911,8.0838,2015
7118,1.252224,26.2638,2015
7119,1.806919,1.9273,2015
8001,-0.9385712,8.7683,2015
8002,-1.226442,6.4335,2015
8003,-1.108572,15.0154,2015
8004,-1.291968,6.1549,2015
8005,-0.8206507,19.7348,2015
8006,-0.7891348,8.3658,2015
8007,2.512626,25.4517,2015
8008,5.124574,12.8178,2015
8009,1.28151,14.8339,2015
8011,-1.262555,7.7542,2015
8013,-0.9464824,11.0654,2015
8014,-1.066532,7.5859,2015
8015,-0.368908,13.4204,2015
8016,-1.168065,10.1269,2015
8017,-1.13479,11.8802,2015
8018,-0.3619526,9.926,2015
8019,-1.494432,7.8783,2015
8020,1.415463,12.7316,2015
8021,-1.402168,9.8504,2015
8022,-0.7986715,8.7515,2015
8023,-0.6692392,22.7703,2015
8025,-1.069095,2.4368,2015
8026,-0.709034,6.3666,2015
8027,2.641931,11.7996,2015
8028,-0.9801828,10.9067,2015
8029,2.625292,16.2391,2015
8030,1.606365,5.9362,2015
8031,-0.3324732,9.7584,2015
8032,-1.314828,7.7929,2015
8033,-0.5592893,4.3067,2015
8034,-0.949994,4.5632,2015
8035,-0.5734026,14.6528,2015
8036,-1.200412,4.9627,2015
8037,-1.330043,14.1728,2015
8038,-0.9308206,9.982,2015
8039,-1.073581,5.6401,2015
8040,-0.5544789,5.2509,2015
8041,2.304326,12.1783,2015
8042,-0.4186822,11.618,2015
8043,-0.8185963,6.6869,2015
8044,-0.9844029,6.0627,2015
8045,-1.123224,9.9079,2015
8046,2.732383,24.9711,2015
8047,0.6408702,10.4843,2015
8048,-0.9047552,10.2774,2015
8049,0.0556566,5.2448,2015
8050,-1.335286,11.0011,2015
8051,0.1216298,22.4997,2015
8052,-1.11471,17.4465,2015
8053,-0.8625374,9.5516,2015
8054,0.0186834,12.9251,2015
8055,-1.075504,10.0911,2015
8056,-0.513617,13.33,2015
8057,-0.3730474,6.0861,2015
8058,-1.181307,2.7114,2015
8059,-1.02386,2.8313,2015
8060,-1.268758,4.0108,2015
8061,-0.8132491,5.698,2015
8062,-1.244887,8.7447,2015
8064,-0.2878928,6.0695,2015
8066,2.231812,4.7424,2015
8067,-0.7563466,7.8669,2015
9002,-1.471556,15.491,2015
9003,-1.613061,19.8718,2015
9004,-1.43932,19.6789,2015
9005,-1.426772,20.2898,2015
9006,-1.565754,21.1263,2015
9007,-1.379902,23.791,2015
9008,-1.363222,19.186,2015
9009,-0.9052242,18.9376,2015
9010,-1.452307,19.6397,2015
9011,-1.337098,16.2271,2015
9012,-1.436944,23.4856,2015
9013,-1.22332,23.2155,2015
9014,-1.68715,17.9344,2015
9015,-1.539947,23.6985,2015
9016,-1.621574,17.4531,2015
9017,-1.492191,18.2979,2015
10001,-0.8377289,13.3934,2015
10002,0.9933539,16.7841,2015
10003,-0.6358238,6.7198,2015
10004,-0.8463122,14.8496,2015
10005,-1.306724,14.8938,2015
10006,-0.495896,13.8378,2015
10007,-1.239444,16.9405,2015
10008,-1.072253,22.3007,2015
10009,0.4064282,31.611,2015
10010,-0.9147655,15.086,2015
10011,-0.7873755,16.2979,2015
10012,-1.116505,15.6323,2015
10013,-0.7511687,15.263,2015
10014,4.876622,29.3932,2015
10015,-0.8439455,12.1324,2015
10016,-0.7896768,17.5079,2015
10017,-0.7432137,17.0691,2015
10018,-0.8877437,14.9791,2015
10019,1.017804,26.0167,2015
10020,-1.048702,12.0993,2015
10021,-0.7969157,11.1427,2015
10022,-0.8768257,15.6016,2015
10023,0.2114676,13.8783,2015
10024,-0.8855193,9.547,2015
10025,0.0594423,13.6974,2015
10026,0.2213953,9.9469,2015
10027,-0.3266995,21.1538,2015
10028,-0.8081775,9.5238,2015
10029,-0.9034921,13.4328,2015
10030,-0.9020195,14.479,2015
10031,-0.9565855,13.1612,2015
10032,-0.5741045,14.3125,2015
10033,-0.5033656,12.6439,2015
10034,1.543535,17.0579,2015
10035,0.3655399,11.5552,2015
10036,-0.8492897,14.2476,2015
10037,0.3708376,22.3612,2015
10038,-1.14609,33.8228,2015
10039,-0.8161346,20.5147,2015
11001,-0.4928881,12.7245,2015
11002,-0.8498538,9.7721,2015
11003,-0.4222901,11.424,2015
11004,-0.6742387,12.4067,2015
11005,-0.817982,15.0338,2015
11006,0.8980576,3.3736,2015
11007,-1.190799,19.8034,2015
11008,-0.423173,9.7239,2015
11009,-0.1939307,12.0138,2015
11010,-0.5485561,6.7451,2015
11011,-0.9089783,14.7873,2015
11012,-0.6249884,14.4703,2015
11013,-0.4084205,6.5362,2015
11014,-0.2639463,14.5602,2015
11015,-1.071783,8.0157,2015
11016,-0.712902,5.6937,2015
11017,-1.086095,16.8592,2015
11018,-0.8686318,7.7033,2015
11019,-0.2517668,7.8446,2015
11020,-1.126922,16.4342,2015
11021,-1.03214,21.3272,2015
11022,-0.3109985,9.3336,2015
11023,-0.3810115,14.8735,2015
11024,-0.7432827,12.1799,2015
11025,-0.6676714,13.9803,2015
11026,-0.5654597,7.6287,2015
11027,-1.118362,14.314,2015
11028,-0.6798563,13.9126,2015
11029,0.0574903,7.7039,2015
11030,-0.1453436,9.6429,2015
11031,-0.733319,20.6451,2015
11032,-0.8952593,10.7952,2015
11033,-0.2121655,15.1933,2015
11034,0.2425054,4.4858,2015
11035,-0.4844174,17.6884,2015
11036,-0.732512,8.6313,2015
11037,-0.7844707,9.8551,2015
11038,-0.7559717,10.9416,2015
11039,-0.6186234,8.4202,2015
11040,0.6676318,7.3101,2015
11041,-0.8705399,18.4223,2015
11042,-0.6334018,15.1249,2015
11043,0.295375,5.9952,2015
11044,-0.9935414,11.2613,2015
11045,0.6936868,1.4864,2015
11046,-0.5788955,15.4222,2015
12001,-0.7092314,18.6583,2015
12002,1.516571,10.5779,2015
12003,0.7601472,20.1107,2015
12004,2.085679,10.4089,2015
12005,-0.1031602,11.1311,2015
12006,0.019847,16.3276,2015
12007,-0.2810763,14.0101,2015
12008,0.8615568,11.0984,2015
12009,2.38308,10.2995,2015
12010,2.131547,8.6543,2015
12011,-0.085914,10.6555,2015
12012,1.681597,8.5289,2015
12013,0.5429491,19.7713,2015
12014,-0.2709671,8.6304,2015
12015,-0.7062449,12.8105,2015
12016,1.665238,4.7308,2015
12017,-0.096653,17.3367,2015
12018,0.1141147,9.2841,2015
12019,2.406389,11.079,2015
12020,2.271076,9.2611,2015
12021,0.303511,10.8746,2015
12022,1.039555,21.0451,2015
12023,0.2733679,15.3084,2015
12024,0.8070425,7.2036,2015
12025,0.7860839,11.0265,2015
12026,0.9779578,18.9976,2015
12027,0.4741961,26.0103,2015
12028,1.549808,13.0618,2015
12029,-0.5509499,16.6939,2015
12030,0.176628,12.0738,2015
12031,0.8387593,20.4152,2015
12032,1.565955,12.0514,2015
12033,-0.3342165,7.5031,2015
12034,0.1904361,8.3598,2015
12035,-0.470272,16.9293,2015
12036,0.867525,14.8994,2015
12037,0.5296596,9.1277,2015
12038,-0.6175721,16.4343,2015
12039,-0.1741649,13.0695,2015
12040,0.609462,7.8316,2015
12041,1.624321,11.3469,2015
12042,1.365417,15.9883,2015
12043,2.774915,6.5995,2015
12044,0.036495,8.7986,2015
12045,1.684458,8.7784,2015
12046,0.5978454,16.4959,2015
12047,2.172993,14.3251,2015
12048,-0.2336329,10.7742,2015
12049,-0.2447647,9.9612,2015
12050,-0.5211235,30.4182,2015
12051,0.8755166,6.0569,2015
12052,1.691975,10.7302,2015
12053,0.5202223,11.1772,2015
12054,1.972668,23.0532,2015
12055,-0.3061358,9.6148,2015
12056,0.566779,8.1859,2015
12057,-0.0543895,13.8207,2015
12058,0.4275256,17.0765,2015
12059,0.2565262,12.4846,2015
12060,0.5416957,9.8717,2015
12061,0.2585124,16.3623,2015
12062,2.110918,24.7683,2015
12063,2.713318,6.1417,2015
12064,-0.3615784,20.2032,2015
12065,0.6290115,13.7303,2015
12066,0.5647348,14.3781,2015
12067,-0.1015309,23.9554,2015
12068,-0.0344274,19.0489,2015
12069,1.893042,10.2422,2015
12070,0.3079435,3.7356,2015
12071,2.171339,10.035,2015
12072,2.296711,3.342,2015
12073,0.837549,36.8011,2015
12074,1.819945,9.7839,2015
12075,0.1621536,13.4714,2015
12076,2.913947,7.2896,2015
12077,0.2042718,15.5135,2015
12078,4.178747,14.0427,2015
12079,2.85551,9.9485,2015
12080,0.5454259,19.0998,2015
12081,1.223905,17.1855,2015
13001,-0.1227202,18.9888,2015
13002,0.5840856,18.8377,2015
13003,-0.9014221,21.0689,2015
13004,0.2079358,20.8973,2015
13005,-0.6842025,16.7413,2015
13006,-0.1878266,20.2489,2015
13007,-0.5055307,9.6616,2015
13008,-0.9468266,17.3838,2015
13009,-0.6929112,14.686,2015
13010,-1.083092,17.0771,2015
13011,0.5258214,8.0545,2015
13012,-0.2018106,11.7887,2015
13013,-1.145684,19.653,2015
13014,0.2071013,7.2248,2015
13015,-0.1702985,14.6782,2015
13016,-0.4307103,22.9945,2015
13017,0.1295227,15.2295,2015
13018,0.0502577,9.1023,2015
13019,-0.2746642,22.2137,2015
13020,-0.2439257,7.1991,2015
13021,-1.119167,16.9174,2015
13022,-0.9434798,12.5978,2015
13023,-0.873256,17.9444,2015
13024,-0.3041798,13.1261,2015
13025,0.7422441,7.2679,2015
13026,0.5901184,6.2205,2015
13027,1.501571,9.5848,2015
13028,-0.109192,16.5172,2015
13029,-0.6591742,16.2993,2015
13030,-0.6454449,18.5739,2015
13031,-0.176875,6.1572,2015
13032,0.0401598,12.8448,2015
13033,-0.0768298,10.5534,2015
13034,0.4314584,9.8298,2015
13035,-0.5631815,30.4296,2015
13036,-0.3880707,18.4487,2015
13037,0.0630033,14.5194,2015
13038,0.0390252,9.105,2015
13039,-0.9554944,13.5519,2015
13040,0.8495644,6.5194,2015
13041,-0.8981886,21.2985,2015
13042,-0.2113455,10.4686,2015
13043,0.5723462,15.5454,2015
13044,-0.2369375,13.1392,2015
13045,-0.3462346,10.1287,2015
13046,0.0602074,7.1498,2015
13047,0.1043666,8.4452,2015
13048,-1.333193,20.0624,2015
13049,0.567482,6.5711,2015
13050,-1.01274,23.5853,2015
13051,-1.392476,18.1733,2015
13052,-0.7763282,19.4878,2015
13053,1.27173,3.9556,2015
13054,-0.6870782,12.7493,2015
13055,-0.4863145,10.8619,2015
13056,-0.9382286,27.2874,2015
13057,-0.2188432,22.5685,2015
13058,-0.3778802,22.2215,2015
13059,-0.1355446,10.8218,2015
13060,0.3472468,5.3927,2015
13061,-1.251639,17.9335,2015
13062,1.203454,7.2032,2015
13063,-0.910641,15.7602,2015
13064,-0.5003273,19.0999,2015
13065,-0.8316571,17.2488,2015
13066,-0.9619839,24.2568,2015
13067,-0.4967774,19.3345,2015
13068,0.8812128,14.5351,2015
13069,-1.28381,21.8683,2015
13070,-0.7735267,25.0606,2015
13071,0.4273822,8.0281,2015
13072,-1.191639,8.1512,2015
13073,0.5191222,4.0078,2015
13074,-0.7801325,18.4065,2015
13075,-1.12055,17.1637,2015
13076,-1.106878,14.7361,2015
13077,-0.9233994,27.5963,2015
13078,1.489781,5.4526,2015
13079,-0.0157635,9.2266,2015
13080,1.343269,6.168,2015
13081,-0.5664063,24.7206,2015
13082,-0.9846331,17.4792,2015
13083,-1.026543,21.9691,2015
13084,-0.4676212,21.6636,2015
14001,-0.7580254,18.0307,2015
14002,-1.117531,11.163,2015
14003,-1.24455,13.8516,2015
14004,-0.9206743,15.3389,2015
14005,-1.248827,20.086,2015
14006,-1.105196,13.6585,2015
14007,-1.005789,5.9979,2015
14008,-0.9285308,23.9639,2015
14009,-1.161789,13.2412,2015
14010,-0.2895016,8.0095,2015
14011,-0.4949898,9.5525,2015
14012,-0.9783561,16.5427,2015
14013,-0.8977917,10.9011,2015
14014,-0.5639753,9.4143,2015
14015,-1.054464,13.5855,2015
14016,-0.7221317,27.2766,2015
14017,-0.8337294,12.8804,2015
14018,-0.9668419,13.5839,2015
14019,2.452286,5.9256,2015
14020,-0.5003428,12.113,2015
14021,-0.7635138,8.3256,2015
14022,-0.7737208,15.155,2015
14023,-1.274502,12.5523,2015
14024,-1.029238,10.3758,2015
14025,-1.136348,9.9468,2015
14026,-0.6981196,13.8798,2015
14027,0.5883358,3.7766,2015
14028,-0.7079951,10.8019,2015
14029,-0.4828779,13.3259,2015
14030,-1.1877,28.8581,2015
14031,0.8050749,4.6704,2015
14032,-0.4673315,11.8486,2015
14033,-0.7540129,32.9112,2015
14034,-0.8640238,5.8002,2015
14035,-0.8905034,17.3579,2015
14036,-1.176979,10.5759,2015
14037,-1.18293,13.8532,2015
14038,-0.7315519,9.7275,2015
14039,-1.442896,22.304,2015
14040,-0.6188949,8.4725,2015
14041,-0.9231121,16.7939,2015
14042,-0.200843,8.4101,2015
14043,-0.7542907,10.0395,2015
14044,-1.107439,21.1085,2015
14045,-0.6916854,18.3482,2015
14046,-0.8986495,27.7289,2015
14047,-1.038749,15.1012,2015
14048,-0.5471646,32.5543,2015
14049,-0.1925844,13.6634,2015
14050,-0.7687197,24.8791,2015
14051,-1.155429,15.3773,2015
14052,-0.8509462,19.1557,2015
14053,-0.9284091,13.7392,2015
14054,-1.048492,8.5518,2015
14055,-0.9507633,9.9678,2015
14056,0.3570381,4.9803,2015
14057,-0.9258421,17.9501,2015
14058,-0.9709349,10.976,2015
14059,-0.7477857,17.3129,2015
14060,-0.713073,13.011,2015
14061,3.070356,10.1172,2015
14062,-0.781023,8.7918,2015
14063,-1.097925,18.9431,2015
14064,-0.5601218,8.3939,2015
14065,-0.5055282,9.6944,2015
14066,-0.6245239,14.0632,2015
14067,-1.259618,18.5278,2015
14068,-0.3907551,10.7343,2015
14069,-0.2886827,21.6255,2015
14070,-1.04494,20.6349,2015
14071,-0.5109688,9.4642,2015
14072,-0.6386861,12.4235,2015
14073,-1.025518,18.4396,2015
14074,-0.9464551,23.1844,2015
14075,-1.067132,8.221,2015
14076,-0.3603974,4.9327,2015
14077,-1.027204,16.222,2015
14078,-0.8600734,23.0734,2015
14079,-0.7905591,10.6878,2015
14080,-0.7611597,5.9366,2015
14081,-0.7229808,8.2756,2015
14082,-1.045539,12.5836,2015
14083,-1.072271,15.2168,2015
14084,-0.7773854,9.6324,2015
14085,-0.8388487,7.6258,2015
14086,-0.4701861,10.9095,2015
14087,-0.5948291,8.9692,2015
14088,-0.9925845,11.4388,2015
14089,-0.8734643,6.6433,2015
14090,-0.9998243,11.1206,2015
14091,-0.8464671,17.3361,2015
14092,-0.6925719,8.9852,2015
14093,-1.090205,18.3411,2015
14094,-1.074754,17.3344,2015
14095,-1.097145,10.8868,2015
14096,-0.6974357,20.271,2015
14097,-1.257641,18.7474,2015
14098,-1.171467,21.9182,2015
14099,-0.2925063,7.8079,2015
14100,-0.4925261,9.6639,2015
14101,-1.207849,23.225,2015
14102,-1.065302,12.5503,2015
14103,-0.8992155,8.3091,2015
14104,-0.6979761,12.2847,2015
14105,-0.8673595,14.9152,2015
14106,-0.3513334,6.219,2015
14107,-0.903214,18.3723,2015
14108,-0.9302138,14.8719,2015
14109,-0.640444,18.3422,2015
14110,-1.047068,13.3274,2015
14111,-1.020788,17.9665,2015
14112,-0.8971726,27.185,2015
14113,-0.673475,10.8165,2015
14114,-0.9226609,10.1268,2015
14115,0.01465,12.1285,2015
14116,-1.043157,34.6448,2015
14117,-0.5590492,14.0146,2015
14118,-0.7956593,14.1504,2015
14119,-0.7870759,14.4833,2015
14120,-1.372917,17.4088,2015
14121,-1.054608,16.0706,2015
14122,-0.0831524,7.4854,2015
14123,-0.7438145,18.1244,2015
14124,-0.8893386,31.6569,2015
14125,-0.7667049,24.6781,2015
15001,0.2992901,12.5981,2015
15002,-1.077178,20.5021,2015
15003,0.0603152,9.4521,2015
15004,-0.0248717,6.4866,2015
15005,-0.1333232,12.6994,2015
15006,-0.8255798,15.5402,2015
15007,0.198318,5.6427,2015
15008,0.0713793,4.1375,2015
15009,-0.9771646,17.4819,2015
15010,-1.079722,24.4284,2015
15011,-0.9985568,19.6483,2015
15012,-0.8580622,13.2126,2015
15013,-1.376183,24.5561,2015
15014,-0.5460954,11.9176,2015
15015,-0.3614574,19.0112,2015
15016,-0.7416348,10.9351,2015
15017,-0.9997671,13.7889,2015
15018,-1.04163,20.695,2015
15019,-1.035034,23.4737,2015
15020,-1.61745,19.9236,2015
15021,-0.0663799,9.324,2015
15022,-1.025243,16.0608,2015
15023,-0.9753537,24.6281,2015
15024,-1.579309,16.0301,2015
15025,-1.016436,25.6234,2015
15026,-0.0278988,8.0809,2015
15027,-1.216853,10.8636,2015
15028,-1.087494,20.0898,2015
15029,-1.346747,25.9839,2015
15030,-1.080719,34.2677,2015
15031,-0.9597002,24.8462,2015
15032,1.061268,9.7353,2015
15033,-1.36103,26.1432,2015
15034,-0.277863,11.2173,2015
15035,-1.325276,16.2049,2015
15036,-0.7014247,25.0228,2015
15037,-1.413708,20.5609,2015
15038,-0.7144669,17.9771,2015
15039,-1.146567,23.9937,2015
15040,-0.3740294,6.3934,2015
15041,0.9664027,3.0629,2015
15042,0.0658002,9.1602,2015
15043,-0.4677931,23.2653,2015
15044,-1.290944,14.3576,2015
15045,-0.2418506,10.188,2015
15046,-0.8595911,14.9161,2015
15047,-0.0973861,9.8905,2015
15048,-0.4325489,11.2052,2015
15049,-0.348096,6.3434,2015
15050,-0.5622265,14.0313,2015
15051,-0.9335827,14.1708,2015
15052,-0.2428082,11.9278,2015
15053,-1.175956,21.8033,2015
15054,-1.386938,18.0088,2015
15055,-0.9992059,28.6965,2015
15056,0.5706424,9.0952,2015
15057,-1.327141,21.579,2015
15058,-1.339482,25.3069,2015
15059,-1.026862,23.7584,2015
15060,-1.111025,20.5541,2015
15061,-0.9287571,7.6228,2015
15062,-1.013983,18.5768,2015
15063,-0.2026139,13.0753,2015
15064,-0.2449002,7.2972,2015
15065,-0.9250768,11.5496,2015
15066,-0.1160301,3.0992,2015
15067,-0.3831232,14.9032,2015
15068,-0.7281079,22.7313,2015
15069,-1.279419,22.3063,2015
15070,-0.9535453,25.0261,2015
15071,-0.7248956,8.8008,2015
15072,-0.9626977,9.0265,2015
15073,-1.263275,11.9427,2015
15074,0.8618662,8.5633,2015
15075,-1.091625,14.6031,2015
15076,-1.070827,19.7587,2015
15077,-0.2200421,0.8819,2015
15078,-0.4986152,2.7164,2015
15079,-0.4933725,7.848,2015
15080,0.4644249,8.5458,2015
15081,-1.493761,23.7155,2015
15082,-0.1580514,5.1183,2015
15083,-1.133962,14.4331,2015
15084,-0.874449,16.791,2015
15085,-0.0029253,12.0086,2015
15086,0.2155119,3.9961,2015
15087,0.0387458,12.1752,2015
15088,-0.4057896,15.8513,2015
15089,-0.9965753,16.5998,2015
15090,-0.4931287,18.4348,2015
15091,-1.218254,27.7128,2015
15092,-1.139683,15.5195,2015
15093,-0.9032267,11.2386,2015
15094,-0.5339075,27.9645,2015
15095,-1.164473,23.2319,2015
15096,-0.9256464,34.2502,2015
15097,-0.00909,4.4205,2015
15098,-0.8555403,9.7026,2015
15099,-1.307914,23.9282,2015
15100,-0.7172856,25.9115,2015
15101,-0.6245035,18.9677,2015
15102,-0.5475443,6.2947,2015
15103,-1.187201,15.2416,2015
15104,-1.403584,19.6377,2015
15105,-0.0064907,5.1092,2015
15106,-1.056261,15.9552,2015
15107,-0.8500143,6.816,2015
15108,-1.346343,22.9648,2015
15109,-1.426725,22.9423,2015
15110,-0.5726162,10.0056,2015
15111,0.7097577,8.9797,2015
15112,0.0409095,7.9617,2015
15113,-0.0218397,12.7795,2015
15114,1.202839,9.1538,2015
15115,-0.80313,16.0574,2015
15116,-0.645564,2.4897,2015
15117,0.54229,4.1516,2015
15118,-0.7196499,15.0312,2015
15119,0.3865939,8.9207,2015
15120,-1.15699,22.4631,2015
15121,-1.531656,23.2029,2015
15122,-1.01917,32.944,2015
15123,0.15763,3.934,2015
15124,1.196658,7.7356,2015
15125,-1.151661,27.2615,2015
16001,-0.1773457,23.0197,2015
16002,-0.1632597,40.2598,2015
16003,-0.6176918,18.5627,2015
16004,-0.3079443,20.3581,2015
16005,-0.2302755,15.9532,2015
16006,-0.5499254,43.1322,2015
16007,0.049622,11.6843,2015
16008,1.526209,13.1958,2015
16009,-0.3225278,32.3456,2015
16010,-0.1433505,17.5084,2015
16011,-0.7604305,17.5583,2015
16012,-0.213988,39.7027,2015
16013,0.0562937,9.6046,2015
16014,-0.4418249,12.2012,2015
16015,0.0560819,14.1347,2015
16016,-0.3488786,38.2091,2015
16017,-0.2669449,20.7762,2015
16018,-0.5256987,16.6211,2015
16019,-0.6895133,28.5414,2015
16020,-0.3812093,22.4891,2015
16021,0.9330184,24.5858,2015
16022,-0.6866901,23.0812,2015
16023,-0.5521258,29.9181,2015
16024,0.5332417,20.6645,2015
16025,0.5291159,30.8518,2015
16026,0.1399742,18.7997,2015
16027,-0.0700489,17.1968,2015
16028,-0.7079725,18.8796,2015
16029,0.3330601,19.5083,2015
16030,-0.4823557,24.7498,2015
16031,-0.3394521,31.338,2015
16032,-0.0866427,27.3887,2015
16033,-0.3531242,18.9897,2015
16034,-0.3621601,30.1585,2015
